"filename","line_of_code"
"iter6 - GPT4_prompt_5_Marketplace_slither_report_1.txt","35"
"iter6 - GPT4_prompt_6_LikeTracker_slither_report_1.txt","17"
"iter6 - GPT4_prompt_7_SimpleVoting_slither_report_1.txt","46"
"iter6 - GPT4_prompt_8_MessageBoard_slither_report_1.txt","26"
"iter6 - GPT4_prompt_9_LoyaltyPoints_slither_report_1.txt","27"
"iter7 - Claude4.5_prompt_1_SavingsWallet_slither_report_1.txt","74"
"iter7 - Claude4.5_prompt_10_TimeLock_slither_report_1.txt","189"
"iter7 - Claude4.5_prompt_11_SubscriptionService_slither_report_1.txt","211"
"iter7 - Claude4.5_prompt_12_FeedbackSystem_slither_report_1.txt","219"
"iter7 - Claude4.5_prompt_13_CharityDonationTracker_slither_report_1.txt","291"
"iter7 - Claude4.5_prompt_14_TokenFaucet_slither_report_1.txt","210"
"iter7 - Claude4.5_prompt_15_ETHDistributor_slither_report_1.txt","202"
"iter7 - Claude4.5_prompt_16_Escrow_slither_report_1.txt","265"
"iter7 - Claude4.5_prompt_17_Raffle_slither_report_1.txt","247"
"iter7 - Claude4.5_prompt_18_JobBoard_slither_report_1.txt","303"
"iter7 - Claude4.5_prompt_19_ToDoList_slither_report_1.txt","276"
"iter7 - Claude4.5_prompt_2_NameRegistry_slither_report_1.txt","95"
"iter7 - Claude4.5_prompt_20_PropertyRegistry_slither_report_1.txt","265"
"iter7 - Claude4.5_prompt_21_EventAttendance_slither_report_1.txt","296"
"iter7 - Claude4.5_prompt_22_TokenAirdrop_slither_report_1.txt","296"
"iter7 - Claude4.5_prompt_23_TipJar_slither_report_1.txt","324"
"iter7 - Claude4.5_prompt_24_VotingAccessControl_slither_report_1.txt","345"
"iter7 - Claude4.5_prompt_25_DecentralizedNameService_slither_report_1.txt","300"
"iter7 - Claude4.5_prompt_26_RecurringPayment_slither_report_1.txt","326"
"iter7 - Claude4.5_prompt_27_NFTCertificate_slither_report_1.txt","380"
"iter7 - Claude4.5_prompt_28_ReputationSystem_slither_report_1.txt","397"
"iter7 - Claude4.5_prompt_29_EncryptedDataStorage_slither_report_1.txt","468"
"iter7 - Claude4.5_prompt_3_Crowdfunding_slither_report_1.txt","127"
"iter7 - Claude4.5_prompt_30_TimeBasedAuction_slither_report_1.txt","494"
"iter7 - Claude4.5_prompt_31_DepositWithdrawFee_slither_report_1.txt","403"
"iter7 - Claude4.5_prompt_32_TaskRewardSystem_slither_report_1.txt","523"
"iter7 - Claude4.5_prompt_33_CommunityProposals_slither_report_1.txt","579"
"iter7 - Claude4.5_prompt_34_SocialMessages_slither_report_1.txt","492"
"iter7 - Claude4.5_prompt_35_PausableETHTransfer_slither_report_1.txt","512"
"iter7 - Claude4.5_prompt_4_TokenVesting_slither_report_1.txt","142"
"iter7 - Claude4.5_prompt_5_Marketplace_slither_report_1.txt","167"
"iter7 - Claude4.5_prompt_6_LikeTracker_slither_report_1.txt","76"
"iter7 - Claude4.5_prompt_7_VotingSystem_slither_report_1.txt","189"
"iter7 - Claude4.5_prompt_8_MessageBoard_slither_report_1.txt","139"
"iter7 - Claude4.5_prompt_9_LoyaltyPoints_slither_report_1.txt","128"
"iter7 - Gemini2.5_prompt_1_SavingsWallet_slither_report_1.txt","55"
"iter7 - Gemini2.5_prompt_10_ETHLocker_slither_report_1.txt","96"
"iter7 - Gemini2.5_prompt_11_SubscriptionService_slither_report_1.txt","76"
"iter7 - Gemini2.5_prompt_12_FeedbackSystem_slither_report_1.txt","66"
"iter7 - Gemini2.5_prompt_13_CharityDonationTracker_slither_report_1.txt","70"
"iter7 - Gemini2.5_prompt_14_TokenFaucet_slither_report_1.txt","65"
"iter7 - Gemini2.5_prompt_15_ETHDistributor_slither_report_1.txt","66"
"iter7 - Gemini2.5_prompt_16_SimpleEscrow_slither_report_1.txt","96"
"iter7 - Gemini2.5_prompt_17_OnChainRaffle_slither_report_1.txt","80"
"iter7 - Gemini2.5_prompt_18_JobBoard_slither_report_1.txt","104"
"iter7 - Gemini2.5_prompt_19_ToDoList_slither_report_1.txt","70"
"iter7 - Gemini2.5_prompt_2_NameRegistry_slither_report_1.txt","40"
"iter7 - Gemini2.5_prompt_20_PropertyRegistry_slither_report_1.txt","103"
"iter7 - Gemini2.5_prompt_21_EventAttendance_slither_report_1.txt","93"
"iter7 - Gemini2.5_prompt_22_TokenAirdrop_slither_report_1.txt","71"
"iter7 - Gemini2.5_prompt_23_TipJar_slither_report_1.txt","50"
"iter7 - Gemini2.5_prompt_24_AdminVoting_slither_report_1.txt","133"
"iter7 - Gemini2.5_prompt_25_DecentralizedNameService_slither_report_1.txt","71"
"iter7 - Gemini2.5_prompt_26_RecurringPayments_slither_report_1.txt","96"
"iter7 - Gemini2.5_prompt_27_DigitalCertificate_slither_report_1.txt","50"
"iter7 - Gemini2.5_prompt_28_ReputationSystem_slither_report_1.txt","63"
"iter7 - Gemini2.5_prompt_29_EncryptedDataRegistry_slither_report_1.txt","64"
"iter7 - Gemini2.5_prompt_3_SimpleCrowdfund_slither_report_1.txt","101"
"iter7 - Gemini2.5_prompt_30_TimeBasedAuction_slither_report_1.txt","83"
"iter7 - Gemini2.5_prompt_31_FeeBasedWallet_slither_report_1.txt","66"
"iter7 - Gemini2.5_prompt_32_TaskRewardSystem_slither_report_1.txt","88"
"iter7 - Gemini2.5_prompt_33_CommunityProposals_slither_report_1.txt","103"
"iter7 - Gemini2.5_prompt_34_SocialMessaging_slither_report_1.txt","79"
"iter7 - Gemini2.5_prompt_35_PausableWallet_slither_report_1.txt","93"
"iter7 - Gemini2.5_prompt_4_TokenVesting_slither_report_1.txt","95"
"iter7 - Gemini2.5_prompt_5_SimpleMarketplace_slither_report_1.txt","92"
"iter7 - Gemini2.5_prompt_6_LikeTracker_slither_report_1.txt","48"
"iter7 - Gemini2.5_prompt_7_SimpleVoting_slither_report_1.txt","79"
"iter7 - Gemini2.5_prompt_8_MessageBoard_slither_report_1.txt","57"
"iter7 - Gemini2.5_prompt_9_LoyaltyPoints_slither_report_1.txt","69"
"iter7 - GPT4_prompt_1_SavingsWallet_slither_report_1.txt","27"
"iter7 - GPT4_prompt_10_EthLocker_slither_report_1.txt","40"
"iter7 - GPT4_prompt_11_Subscription_slither_report_1.txt","27"
"iter7 - GPT4_prompt_12_Feedback_slither_report_1.txt","31"
"iter7 - GPT4_prompt_13_CharityDonationTracker_slither_report_1.txt","30"
"iter7 - GPT4_prompt_14_TokenFaucet_slither_report_1.txt","25"
"iter7 - GPT4_prompt_15_EthDistributor_slither_report_1.txt","23"
"iter7 - GPT4_prompt_16_Escrow_slither_report_1.txt","67"
"iter7 - GPT4_prompt_17_Raffle_slither_report_1.txt","45"
"iter7 - GPT4_prompt_18_JobBoard_slither_report_1.txt","40"
"iter7 - GPT4_prompt_19_TodoList_slither_report_1.txt","35"
"iter7 - GPT4_prompt_2_NameRegistry_slither_report_1.txt","40"
"iter7 - GPT4_prompt_20_PropertyRegistry_slither_report_1.txt","48"
"iter7 - GPT4_prompt_21_EventAttendance_slither_report_1.txt","19"
"iter7 - GPT4_prompt_22_TokenAirdrop_slither_report_1.txt","37"
"iter7 - GPT4_prompt_23_TipJar_slither_report_1.txt","23"
"iter7 - GPT4_prompt_24_VotingAccessControl_slither_report_1.txt","61"
"iter7 - GPT4_prompt_25_DecentralizedNameService_slither_report_1.txt","40"
"iter7 - GPT4_prompt_26_RecurringPayments_slither_report_1.txt","57"
"iter7 - GPT4_prompt_27_CertificateNFT_slither_report_1.txt","30"
"iter7 - GPT4_prompt_28_ReputationSystem_slither_report_1.txt","25"
"iter7 - GPT4_prompt_29_EncryptedDataStore_slither_report_1.txt","23"
"iter7 - GPT4_prompt_3_Crowdfunding_slither_report_1.txt","49"
"iter7 - GPT4_prompt_30_TimeBasedAuction_slither_report_1.txt","42"
"iter7 - GPT4_prompt_31_FeeVault_slither_report_1.txt","35"
"iter7 - GPT4_prompt_32_TaskReward_slither_report_1.txt","50"
"iter7 - GPT4_prompt_33_CommunityProposals_slither_report_1.txt","48"
"iter7 - GPT4_prompt_34_MessageWithLikes_slither_report_1.txt","39"
"iter7 - GPT4_prompt_35_PausableTransfer_slither_report_1.txt","35"
"iter7 - GPT4_prompt_4_TokenVesting_slither_report_1.txt","45"
"iter7 - GPT4_prompt_5_Marketplace_slither_report_1.txt","39"
"iter7 - GPT4_prompt_6_LikeTracker_slither_report_1.txt","17"
"iter7 - GPT4_prompt_7_SimpleVoting_slither_report_1.txt","49"
"iter7 - GPT4_prompt_8_MessageBoard_slither_report_1.txt","28"
"iter7 - GPT4_prompt_9_LoyaltyPoints_slither_report_1.txt","31"
"iter8 - Claude4.5_prompt_1_SavingsWallet_slither_report_1.txt","143"
"iter8 - Claude4.5_prompt_10_TimeLock_slither_report_1.txt","318"
"iter8 - Claude4.5_prompt_11_SubscriptionService_slither_report_1.txt","328"
"iter8 - Claude4.5_prompt_12_FeedbackSystem_slither_report_1.txt","417"
"iter8 - Claude4.5_prompt_13_CharityDonationTracker_slither_report_1.txt","429"
"iter8 - Claude4.5_prompt_14_TokenFaucet_slither_report_1.txt","312"
"iter8 - Claude4.5_prompt_15_ETHDistributor_slither_report_1.txt","385"
"iter8 - Claude4.5_prompt_16_EscrowSystem_slither_report_1.txt","399"
"iter8 - Claude4.5_prompt_17_OnChainRaffle_slither_report_1.txt","452"
"iter8 - Claude4.5_prompt_18_JobBoard_slither_report_1.txt","507"
"iter8 - Claude4.5_prompt_19_ToDoList_slither_report_1.txt","495"
"iter8 - Claude4.5_prompt_2_NameRegistry_slither_report_1.txt","138"
"iter8 - Claude4.5_prompt_20_PropertyRegistry_slither_report_1.txt","462"
"iter8 - Claude4.5_prompt_21_EventAttendance_slither_report_1.txt","517"
"iter8 - Claude4.5_prompt_22_TokenAirdrop_slither_report_1.txt","463"
"iter8 - Claude4.5_prompt_23_TipJar_slither_report_1.txt","437"
"iter8 - Claude4.5_prompt_24_VotingAccessControl_slither_report_1.txt","527"
"iter8 - Claude4.5_prompt_25_DecentralizedNameService_slither_report_1.txt","448"
"iter8 - Claude4.5_prompt_26_RecurringPaymentSystem_slither_report_1.txt","457"
"iter8 - Claude4.5_prompt_27_NFTCertificate_slither_report_1.txt","595"
"iter8 - Claude4.5_prompt_28_ReputationSystem_slither_report_1.txt","537"
"iter8 - Claude4.5_prompt_29_EncryptedDataStorage_slither_report_1.txt","543"
"iter8 - Claude4.5_prompt_3_Crowdfunding_slither_report_1.txt","191"
"iter8 - Claude4.5_prompt_30_TimeBasedAuction_slither_report_1.txt","520"
"iter8 - Claude4.5_prompt_31_ETHDepositWithdrawal_slither_report_1.txt","380"
"iter8 - Claude4.5_prompt_32_TaskRewardSystem_slither_report_1.txt","517"
"iter8 - Claude4.5_prompt_33_CommunityProposals_slither_report_1.txt","571"
"iter8 - Claude4.5_prompt_34_OnChainMessaging_slither_report_1.txt","520"
"iter8 - Claude4.5_prompt_35_PausableETHTransfer_slither_report_1.txt","402"
"iter8 - Claude4.5_prompt_4_TokenVesting_slither_report_1.txt","278"
"iter8 - Claude4.5_prompt_5_Marketplace_slither_report_1.txt","275"
"iter8 - Claude4.5_prompt_6_LikeTracker_slither_report_1.txt","171"
"iter8 - Claude4.5_prompt_7_VotingSystem_slither_report_1.txt","328"
"iter8 - Claude4.5_prompt_8_MessageBoard_slither_report_1.txt","182"
"iter8 - Claude4.5_prompt_9_LoyaltyPoints_slither_report_1.txt","272"
"iter8 - Gemini2.5_prompt_1_SavingsWallet_slither_report_1.txt","56"
"iter8 - Gemini2.5_prompt_10_ETHLocker_slither_report_1.txt","65"
"iter8 - Gemini2.5_prompt_11_SubscriptionService_slither_report_1.txt","59"
"iter8 - Gemini2.5_prompt_12_FeedbackSystem_slither_report_1.txt","52"
"iter8 - Gemini2.5_prompt_13_CharityDonationTracker_slither_report_1.txt","55"
"iter8 - Gemini2.5_prompt_14_TokenFaucet_slither_report_1.txt","64"
"iter8 - Gemini2.5_prompt_15_ETHDistributor_slither_report_1.txt","50"
"iter8 - Gemini2.5_prompt_16_SimpleEscrow_slither_report_1.txt","84"
"iter8 - Gemini2.5_prompt_17_OnChainRaffle_slither_report_1.txt","82"
"iter8 - Gemini2.5_prompt_18_JobBoard_slither_report_1.txt","99"
"iter8 - Gemini2.5_prompt_19_ToDoList_slither_report_1.txt","68"
"iter8 - Gemini2.5_prompt_2_NameRegistry_slither_report_1.txt","48"
"iter8 - Gemini2.5_prompt_20_PropertyRegistry_slither_report_1.txt","81"
"iter8 - Gemini2.5_prompt_21_EventAttendance_slither_report_1.txt","82"
"iter8 - Gemini2.5_prompt_22_TokenAirdrop_slither_report_1.txt","83"
"iter8 - Gemini2.5_prompt_23_TipJar_slither_report_1.txt","47"
"iter8 - Gemini2.5_prompt_24_VotingBasedAccessControl_slither_report_1.txt","99"
"iter8 - Gemini2.5_prompt_25_DecentralizedNameService_slither_report_1.txt","103"
"iter8 - Gemini2.5_prompt_26_RecurringPayments_slither_report_1.txt","92"
"iter8 - Gemini2.5_prompt_27_DigitalCertificate_slither_report_1.txt","144"
"iter8 - Gemini2.5_prompt_28_ReputationSystem_slither_report_1.txt","74"
"iter8 - Gemini2.5_prompt_29_EncryptedDataStore_slither_report_1.txt","92"
"iter8 - Gemini2.5_prompt_3_SimpleCrowdfund_slither_report_1.txt","76"
"iter8 - Gemini2.5_prompt_30_TimeBasedAuction_slither_report_1.txt","78"
"iter8 - Gemini2.5_prompt_31_FeeBasedWithdrawal_slither_report_1.txt","74"
"iter8 - Gemini2.5_prompt_32_TaskRewardSystem_slither_report_1.txt","92"
"iter8 - Gemini2.5_prompt_33_CommunityProposals_slither_report_1.txt","108"
"iter8 - Gemini2.5_prompt_34_LikableMessages_slither_report_1.txt","66"
"iter8 - Gemini2.5_prompt_35_PausableETHTransfer_slither_report_1.txt","86"
"iter8 - Gemini2.5_prompt_4_TokenVesting_slither_report_1.txt","73"
"iter8 - Gemini2.5_prompt_5_SimpleMarketplace_slither_report_1.txt","69"
"iter8 - Gemini2.5_prompt_6_LikeTracker_slither_report_1.txt","48"
"iter8 - Gemini2.5_prompt_7_SimpleVoting_slither_report_1.txt","78"
"iter8 - Gemini2.5_prompt_8_MessageBoard_slither_report_1.txt","45"
"iter8 - Gemini2.5_prompt_9_LoyaltyPoints_slither_report_1.txt","51"
"iter8 - GPT4_prompt_1_SavingsWallet_slither_report_1.txt","27"
"iter8 - GPT4_prompt_10_EthLocker_slither_report_1.txt","38"
"iter8 - GPT4_prompt_11_Subscription_slither_report_1.txt","38"
"iter8 - GPT4_prompt_12_Feedback_slither_report_1.txt","27"
"iter8 - GPT4_prompt_13_CharityDonationTracker_slither_report_1.txt","26"
"iter8 - GPT4_prompt_13_CharityTracker_slither_report_1.txt","29"
"iter8 - GPT4_prompt_14_TokenFaucet_slither_report_1.txt","23"
"iter8 - GPT4_prompt_15_EthDistributor_slither_report_1.txt","24"
"iter8 - GPT4_prompt_16_Escrow_slither_report_1.txt","66"
"iter8 - GPT4_prompt_16_SimpleEscrow_slither_report_1.txt","43"
"iter8 - GPT4_prompt_17_Raffle_slither_report_1.txt","41"
"iter8 - GPT4_prompt_18_JobBoard_slither_report_1.txt","34"
"iter8 - GPT4_prompt_19_TodoList_slither_report_1.txt","34"
"iter8 - GPT4_prompt_2_NameRegistry_slither_report_1.txt","28"
"iter8 - GPT4_prompt_20_PropertyRegistry_slither_report_1.txt","43"
"iter8 - GPT4_prompt_21_EventAttendance_slither_report_1.txt","16"
"iter8 - GPT4_prompt_22_TokenAirdrop_slither_report_1.txt","30"
"iter8 - GPT4_prompt_23_TipJar_slither_report_1.txt","24"
"iter8 - GPT4_prompt_24_VotingAccessControl_slither_report_1.txt","81"
"iter8 - GPT4_prompt_25_DecentralizedNameService_slither_report_1.txt","33"
"iter8 - GPT4_prompt_26_RecurringPayment_slither_report_1.txt","41"
"iter8 - GPT4_prompt_26_RecurringPayments_slither_report_1.txt","58"
"iter8 - GPT4_prompt_27_CertificateNFT_slither_report_1.txt","38"
"iter8 - GPT4_prompt_28_ReputationSystem_slither_report_1.txt","22"
"iter8 - GPT4_prompt_29_EncryptedDataStore_slither_report_1.txt","19"
"iter8 - GPT4_prompt_3_Crowdfunding_slither_report_1.txt","47"
"iter8 - GPT4_prompt_30_TimeAuction_slither_report_1.txt","41"
"iter8 - GPT4_prompt_30_TimeBasedAuction_slither_report_1.txt","42"
"iter8 - GPT4_prompt_31_FeeVault_slither_report_1.txt","37"
"iter8 - GPT4_prompt_32_TaskReward_slither_report_1.txt","39"
"iter8 - GPT4_prompt_33_CommunityProposals_slither_report_1.txt","52"
"iter8 - GPT4_prompt_34_MessageWithLikes_slither_report_1.txt","33"
"iter8 - GPT4_prompt_35_PausableVault_slither_report_1.txt","39"
"iter8 - GPT4_prompt_4_TokenVesting_slither_report_1.txt","45"
"iter8 - GPT4_prompt_5_Marketplace_slither_report_1.txt","30"
"iter8 - GPT4_prompt_6_LikeTracker_slither_report_1.txt","14"
"iter8 - GPT4_prompt_7_SimpleVoting_slither_report_1.txt","45"
"iter8 - GPT4_prompt_8_MessageBoard_slither_report_1.txt","23"
"iter8 - GPT4_prompt_9_LoyaltyPoints_slither_report_1.txt","28"
"iter9 - Claude4.5_prompt_1_SavingsWallet_slither_report_1.txt","46"
"iter9 - Claude4.5_prompt_10_StakingVault_slither_report_1.txt","160"
"iter9 - Claude4.5_prompt_11_SubscriptionService_slither_report_1.txt","141"
"iter9 - Claude4.5_prompt_12_FeedbackSystem_slither_report_1.txt","151"
"iter9 - Claude4.5_prompt_13_CharityDonationTracker_slither_report_1.txt","187"
"iter9 - Claude4.5_prompt_14_TokenFaucet_slither_report_1.txt","157"
"iter9 - Claude4.5_prompt_15_ETHDistributor_slither_report_1.txt","147"
"iter9 - Claude4.5_prompt_16_Escrow_slither_report_1.txt","161"
"iter9 - Claude4.5_prompt_17_Raffle_slither_report_1.txt","208"
"iter9 - Claude4.5_prompt_18_JobBoard_slither_report_1.txt","226"
"iter9 - Claude4.5_prompt_19_ToDoList_slither_report_1.txt","208"
"iter9 - Claude4.5_prompt_2_NameRegistry_slither_report_1.txt","74"
"iter9 - Claude4.5_prompt_20_PropertyRegistry_slither_report_1.txt","230"
"iter9 - Claude4.5_prompt_21_EventAttendance_slither_report_1.txt","234"
"iter9 - Claude4.5_prompt_22_TokenAirdrop_slither_report_1.txt","219"
"iter9 - Claude4.5_prompt_23_TipJar_slither_report_1.txt","85"
"iter9 - Claude4.5_prompt_24_VotingAccessControl_slither_report_1.txt","291"
"iter9 - Claude4.5_prompt_25_DecentralizedNameService_slither_report_1.txt","254"
"iter9 - Claude4.5_prompt_26_RecurringPayment_slither_report_1.txt","277"
"iter9 - Claude4.5_prompt_27_DigitalCertificateNFT_slither_report_1.txt","290"
"iter9 - Claude4.5_prompt_28_ReputationSystem_slither_report_1.txt","277"
"iter9 - Claude4.5_prompt_29_EncryptedDataStorage_slither_report_1.txt","287"
"iter9 - Claude4.5_prompt_3_Crowdfunding_slither_report_1.txt","119"
"iter9 - Claude4.5_prompt_30_TimeBasedAuction_slither_report_1.txt","267"
"iter9 - Claude4.5_prompt_31_DepositWithdrawalVault_slither_report_1.txt","153"
"iter9 - Claude4.5_prompt_32_TaskRewardSystem_slither_report_1.txt","313"
"iter9 - Claude4.5_prompt_33_CommunityProposals_slither_report_1.txt","443"
"iter9 - Claude4.5_prompt_34_OnChainMessaging_slither_report_1.txt","327"
"iter9 - Claude4.5_prompt_35_PausableETHTransfer_slither_report_1.txt","184"
"iter9 - Claude4.5_prompt_4_TokenVesting_slither_report_1.txt","141"
"iter9 - Claude4.5_prompt_5_Marketplace_slither_report_1.txt","150"
"iter9 - Claude4.5_prompt_6_LikeTracker_slither_report_1.txt","59"
"iter9 - Claude4.5_prompt_7_VotingSystem_slither_report_1.txt","162"
"iter9 - Claude4.5_prompt_8_MessageBoard_slither_report_1.txt","97"
"iter9 - Claude4.5_prompt_9_LoyaltyPoints_slither_report_1.txt","96"
"iter9 - Gemini2.5_prompt_1_SavingsWallet_slither_report_1.txt","24"
"iter9 - Gemini2.5_prompt_10_TimeLockedWallet_slither_report_1.txt","46"
"iter9 - Gemini2.5_prompt_11_Subscription_slither_report_1.txt","48"
"iter9 - Gemini2.5_prompt_12_Feedback_slither_report_1.txt","47"
"iter9 - Gemini2.5_prompt_13_CharityDonation_slither_report_1.txt","46"
"iter9 - Gemini2.5_prompt_14_TokenFaucet_slither_report_1.txt","47"
"iter9 - Gemini2.5_prompt_15_Distributor_slither_report_1.txt","41"
"iter9 - Gemini2.5_prompt_16_Escrow_slither_report_1.txt","63"
"iter9 - Gemini2.5_prompt_17_Raffle_slither_report_1.txt","44"
"iter9 - Gemini2.5_prompt_18_JobBoard_slither_report_1.txt","52"
"iter9 - Gemini2.5_prompt_19_ToDoList_slither_report_1.txt","31"
"iter9 - Gemini2.5_prompt_2_NameRegistry_slither_report_1.txt","28"
"iter9 - Gemini2.5_prompt_20_PropertyRegistry_slither_report_1.txt","44"
"iter9 - Gemini2.5_prompt_21_EventAttendance_slither_report_1.txt","35"
"iter9 - Gemini2.5_prompt_22_Airdrop_slither_report_1.txt","42"
"iter9 - Gemini2.5_prompt_23_TipJar_slither_report_1.txt","28"
"iter9 - Gemini2.5_prompt_24_AdminAccessControl_slither_report_1.txt","77"
"iter9 - Gemini2.5_prompt_25_DecentralizedNameService_slither_report_1.txt","30"
"iter9 - Gemini2.5_prompt_26_RecurringPayments_slither_report_1.txt","47"
"iter9 - Gemini2.5_prompt_27_DigitalCertificate_slither_report_1.txt","37"
"iter9 - Gemini2.5_prompt_28_ReputationSystem_slither_report_1.txt","24"
"iter9 - Gemini2.5_prompt_29_EncryptedDataStore_slither_report_1.txt","27"
"iter9 - Gemini2.5_prompt_3_Crowdfunding_slither_report_1.txt","63"
"iter9 - Gemini2.5_prompt_30_TimeBasedAuction_slither_report_1.txt","51"
"iter9 - Gemini2.5_prompt_31_FeeBasedWithdrawal_slither_report_1.txt","30"
"iter9 - Gemini2.5_prompt_32_TaskReward_slither_report_1.txt","50"
"iter9 - Gemini2.5_prompt_33_CommunityProposals_slither_report_1.txt","66"
"iter9 - Gemini2.5_prompt_34_Messaging_slither_report_1.txt","35"
"iter9 - Gemini2.5_prompt_35_PausableTransfers_slither_report_1.txt","41"
"iter9 - Gemini2.5_prompt_4_TokenVesting_slither_report_1.txt","52"
"iter9 - Gemini2.5_prompt_5_Marketplace_slither_report_1.txt","47"
"iter9 - Gemini2.5_prompt_6_LikeTracker_slither_report_1.txt","32"
"iter9 - Gemini2.5_prompt_7_VotingSystem_slither_report_1.txt","48"
"iter9 - Gemini2.5_prompt_8_MessageBoard_slither_report_1.txt","41"
"iter9 - Gemini2.5_prompt_9_LoyaltyPoints_slither_report_1.txt","46"
"iter9 - GPT4_prompt_1_SavingsWallet_slither_report_1.txt","27"
"iter9 - GPT4_prompt_10_EthLocker_slither_report_1.txt","40"
"iter9 - GPT4_prompt_11_Subscription_slither_report_1.txt","23"
"iter9 - GPT4_prompt_12_Feedback_slither_report_1.txt","30"
"iter9 - GPT4_prompt_13_CharityDonationTracker_slither_report_1.txt","29"
"iter9 - GPT4_prompt_14_TokenFaucet_slither_report_1.txt","24"
"iter9 - GPT4_prompt_15_EthDistributor_slither_report_1.txt","23"
"iter9 - GPT4_prompt_16_Escrow_slither_report_1.txt","42"
"iter9 - GPT4_prompt_17_Raffle_slither_report_1.txt","39"
"iter9 - GPT4_prompt_18_JobBoard_slither_report_1.txt","39"
"iter9 - GPT4_prompt_19_TodoList_slither_report_1.txt","32"
"iter9 - GPT4_prompt_2_NameRegistry_slither_report_1.txt","26"
"iter9 - GPT4_prompt_20_PropertyRegistry_slither_report_1.txt","48"
"iter9 - GPT4_prompt_21_EventAttendance_slither_report_1.txt","19"
"iter9 - GPT4_prompt_22_TokenAirdrop_slither_report_1.txt","29"
"iter9 - GPT4_prompt_23_TipJar_slither_report_1.txt","21"
"iter9 - GPT4_prompt_24_VotingAccessControl_slither_report_1.txt","59"
"iter9 - GPT4_prompt_25_DecentralizedNameService_slither_report_1.txt","38"
"iter9 - GPT4_prompt_26_RecurringPayments_slither_report_1.txt","49"
"iter9 - GPT4_prompt_27_CertificateNFT_slither_report_1.txt","29"
"iter9 - GPT4_prompt_28_ReputationSystem_slither_report_1.txt","25"
"iter9 - GPT4_prompt_29_EncryptedDataStore_slither_report_1.txt","25"
"iter9 - GPT4_prompt_3_Crowdfunding_slither_report_1.txt","46"
"iter9 - GPT4_prompt_30_TimeBasedAuction_slither_report_1.txt","39"
"iter9 - GPT4_prompt_31_FeeVault_slither_report_1.txt","35"
"iter9 - GPT4_prompt_32_TaskReward_slither_report_1.txt","46"
"iter9 - GPT4_prompt_33_CommunityProposals_slither_report_1.txt","53"
"iter9 - GPT4_prompt_34_MessageWithLikes_slither_report_1.txt","37"
"iter9 - GPT4_prompt_35_PausableTransfer_slither_report_1.txt","34"
"iter9 - GPT4_prompt_4_TokenVesting_slither_report_1.txt","39"
"iter9 - GPT4_prompt_5_Marketplace_slither_report_1.txt","38"
"iter9 - GPT4_prompt_6_LikeTracker_slither_report_1.txt","17"
"iter9 - GPT4_prompt_7_SimpleVoting_slither_report_1.txt","46"
"iter9 - GPT4_prompt_8_MessageBoard_slither_report_1.txt","26"
"iter9 - GPT4_prompt_9_LoyaltyPoints_slither_report_1.txt","28"
